Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
22/11/2019;Proyecto de Ley de Seguridad Privada;Cod. AN-2019-1749 / 387028;CASTULO RENE YANDUN POZO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía, Integración y Seguridad Integral;Publicado / ;8;;;
21/11/2019;Proyecto de Ley Reformatoria a la Ley de Seguridad Social;Cod. AN-2019-1745 / 386774;SALTOS MOREIRA DIANA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;4;;;
21/11/2019;Proyecto de Ley Orgánica de Simplicidad y Progresividad Tributaria (urgente en materia económica);Cod. AN-2019-1743 / 386993;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Régimen Económico y Tributario y su Regulación y Control;Publicado / ;31;;;
21/11/2019;Proyecto de Ley Reformatorio a Cuerpos Legales en Relación a la Innovación y al Emprendimiento;Cod. AN-2019-1747 / 386837;PACHALA POMA  LUIS ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;9;;;
20/11/2019;Proyecto de Ley Orgánica para la Protección Integral, Promoción y Fortalecimiento del Artista;Cod. AN-2019-1748 / 386684;CAMPOVERDE ROBLES  EMILIO ABSALON;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;8;;;
19/11/2019;Proyecto de Ley Orgánica Reformatoria al Código de Trabajo;Cod. AN-2019-1746 / 386563;ALBERTO JESUS ARIAS RAMIREZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;13;;;
14/11/2019;Proyecto de Ley Orgánica de Servicios de Asistencia;Cod. AN-2019-1744 / 385943;WILLIAM ANTONIO GARZON RICAURTE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Revisión en Comisión para Primer Debate;10;;;
12/11/2019;Proyecto de Ley Orgánica de Turismo Comunitario;Cod. AN-2019-1741 / 385596;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;29;;;
12/11/2019;Proyecto de Ley Reformatoria al Código de la Niñez y Adolescencia;Cod. AN-2019-1742 / 385682;RAUL VICENTE AUQUILLA ORTEGA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para tratar temas y normativa de niños, niñas y adolescentes;En trámite / Segundo Debate en el Pleno;15;;;
5/11/2019;Proyecto de Ley Reformatoria de la Ley de Arbitraje y Mediación;Cod. AN-2019-1740 / 384549;LUIS ESTEBAN  TORRES COBO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;7;;;
5/11/2019;Proyecto de Ley Orgánica de Control de Legalidad de los Actos Normativos de la Función Ejecutiva;Cod. AN-2019-1739 / 384528;GOMEZ ALCIVAR ROBERTO ANDRES;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;16;;;
31/10/2019;Proyecto de Ley Orgánica para la Eliminación de las Pensiones Vitalicias de Presidentes y Vicepresidentes y Otros Beneficios Legales, Reformatoria a la Ley Orgánica del Servicio Público;Cod. AN-2019-1735 / 384327;MORENO GUERRERO  HENRY FREDY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Difusión para Segundo Debate;9;;;
31/10/2019;Proyecto de Ley Orgánica de Participación de las Rentas del Estado a Favor de los Gobiernos Autónomos Descentralizados por Explotación o Industrialización de Recursos Naturales no Renovables en su Territorio;Cod. AN-2019-1738 / 384438;RIVADENEIRA BUSTOS CARMEN MERCEDES;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;1;;;
31/10/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Comunicación;Cod. AN-2019-1737 / 384370;MARIA SOLEDAD BUENDIA HERDOIZA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;18;;;
31/10/2019;Proyecto de Ley de Cooperación de Aplicación del Estatuto de Roma;Cod. AN-2019-1736 / 384368;MARIA SOLEDAD BUENDIA HERDOIZA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;18;;;
30/10/2019;Proyecto de Ley de Salud Mental;Cod. AN-2019-1733 / 384145;MERCEDES MARITZA  SERRANO VITERI;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;2;;;
30/10/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organizaciones Políticas de la República del Ecuador;Cod. AN-2019-1734 / 384168;YAGUANA ECHEVERRIA ANDREA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;9;;;
24/10/2019;Proyecto de Ley Orgánica Reformatoria del Código del Trabajo y de la Ley Orgánica del Servicio Público para la Protección del Derecho a la Inmovilidad Laboral de los Padres Cabeza de Familia;Cod. AN-2019-1729 / 383074;YAGUANA ECHEVERRIA ANDREA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;9;;;
24/10/2019;Proyecto de Ley Orgánica de Salud Mental;Cod. AN-2019-1728 / 383050;TAIANO BASANTE  VICENTE GIOVANNY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión de la Objeción;12;;;
23/10/2019;Proyecto de Ley Orgánica para la Provisión de Servicios de Telecomunicaciones, Principalmente en los Sectores Rurales del País;Cod. AN-2019-1727 / 382947;CARLOS ALBERTO BERGMANN REYNA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;9;;;
22/10/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Trabajo;Cod. AN-2019-1723 / 382771;TAIANO BASANTE  VICENTE GIOVANNY;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;12;;;
22/10/2019;Proyecto de Ley Orgánica de Recuperación de Bienes de Origen y Destino Ilícito e Injustificado (Ley de Extinción de Dominio);Cod. AN-2021-2028 / 382831;VILLAMAR JÁCOME  PEDRO FABRICIO;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Transparencia, Participación Ciudadana y Control Social;Publicado / ;15;;;
21/10/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización COOTAD;Cod. AN-2019-1722 / 382632;ALBERTO ALEXANDER ZAMBRANO CHACHA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;7;;;
21/10/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Movilidad Humana;Cod. AN-2019-1721 / 382514;VILLAMAR JÁCOME  PEDRO FABRICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;15;;;
18/10/2019;Proyecto de Ley Orgánica para la Transparencia Fiscal, Optimización del Gasto Tributario, Fomento a la Creación de Empleo, Afianzamiento de los Sistemas Monetario y Financiero, y Manejo Responsable de las Finanzas Públicas (urgente en materia económica);Cod. AN-2019-1720 / 382453;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Régimen Económico y Tributario y su Regulación y Control;Archivado / ;31;;;
16/10/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico General de Procesos, (COGEP);Cod. AN-2019-1725 / 382091;SUQUILANDA VALDIVIESO  BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;20;;;
16/10/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico de la Función Judicial;Cod. AN-2019-1724 / 382089;SUQUILANDA VALDIVIESO  BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;20;;;
1/10/2019;Proyecto de Ley Orgánica de Prácticas Estudiantiles y Pasantías y Prácticas Pre Profesionales;Cod. AN-2019-1719 / 381018;MARIN AGUIRRE  ANA BELEN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;8;;;
1/10/2019;Proyecto de Ley Reformatoria a la Ley Orgánica Electoral, Código de la Democracia;Cod. AN-2019-1718 / 381017;MARIN AGUIRRE  ANA BELEN;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;
1/10/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico de Organización Territorial, Autonomía y Descentralización – COOTAD;Cod. AN-2019-1715 / 380928;BAIRON LEONARDO  VALLE PINARGOTE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;6;;;
1/10/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública;Cod. AN-2019-1716 / 380935;PACHALA POMA  LUIS ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;9;;;
1/10/2019;Proyecto de Ley Reformatorio al Código Orgánico Integral Penal al Artículo 693;Cod. AN-2019-1717 / 380964;GARCIA GAIBOR  CARMEN MERCEDES;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;2;;;
26/9/2019;Proyecto de Ley Reformatoria a la Ley de Desarrollo de Puerto Bolívar;Cod. AN-2019-1712 / 380381;FRANCO SEGUNDO ROMERO LOAYZA, PATRICIA IVONNE HENRIQUEZ JAIME, MERCEDES MARITZA SERRANO VITERI;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;Publicado / ;1;;;
26/9/2019;Proyecto de Ley Reformatorio a la Ley Orgánica de la Función Legislativa;Cod. AN-2019-1713 / 380451;VERA MENDOZA TANLLY JANELA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;6;;;
26/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2019-1711 / 380378;CHÁVEZ BAJAÑA  KHARLA DEL ROCIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para Coordinar, Evaluar y dar Seguimiento al Consejo Consultivo establecido en la Ley de Transporte Terrestre, Tránsito y Seguridad Vial;Publicado / Registro del texto definitivo para publicación;3;;;
26/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Superior LOES, que Instituye el Ejercicio del Derecho Constitucional a la Educación en Favor de los Estudiantes que no Pudieron Ingresar al Sistema de Educación Superior o Terminar sus C;Cod. AN-2019-1714 / 380486;ALBERTO ALEXANDER ZAMBRANO CHACHA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;7;;;
25/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Servicio Público para Regular Pensiones para Ex Presidentes, Vicepresidentes y Eliminar su Carácter Vitalicio;Cod. AN-2019-1710 / 380211;VILLALVA MIRANDA  LIRA DE LA PAZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Difusión para Segundo Debate;9;;;
24/9/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización (COOTAD) Respecto de la Expropiación Especial y la Potestad Coactiva de los GAD,s;Cod. AN-2019-1706 / 379904;SAMANIEGO MAIGUA  FRANKLIN OMAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Difusión para Segundo Debate;19;;;
24/9/2019;Proyecto de Ley Orgánica Acompañamiento y Reparación a Niñas y Adolescentes Madres;Cod. AN-2019-1709 / 379963;ASTUDILLO LOOR  LINA GLORIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para tratar temas y normativa de niños, niñas y adolescentes;En trámite / Segundo Debate en el Pleno;1;;;
24/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organizaciones Políticas de la República del Ecuador - Código de la Democracia;Cod. AN-2019-1707 / 379909;CAMBALA MONTECE CARLOS ALBERTO;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;13;;;
24/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Cultura;Cod. AN-2019-1708 / 379939;VILLAMAR JÁCOME  PEDRO FABRICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Archivado / Registro de Objeción Total;15;;;
23/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organizaciones Políticas, Código de la Democracia, de la República del Ecuador;Cod. AN-2019-1705 / 379874;CUESTA SANTANA  ESTHER ADELINA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;12;;;
20/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Función Legislativa, para Verificar la Vinculación de las Propuestas Legales con los Objetivos de Desarrollo Sostenible;Cod. AN-2019-1704 / 379711;MUÑOZ LÓPEZ CHRISTIAN PABEL;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;5;;;
19/9/2019;Proyecto de Ley Reformatoria al Código del Trabajo;Cod. AN-2019-1703 / 379605;CERDA MIRANDA  GABRIELA PAMELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;6;;;
19/9/2019;Proyecto de Ley Reformatoria de la Ley de Seguridad Social para Garantizar el Derecho de los Derechohabientes al Montepío;Cod. AN-2019-1702 / 379598;ANDREA YAGUANA, MAGDA ZAMBRANO, RAÚL AUQUILLA;ASAMBLEISTAS / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;1;;;
19/9/2019;Proyecto de Ley Orgánica de Protección de Datos Personales;Cod. AN-2019-1701 / 379637;MORENO GARCÉS LENÍN ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;31;;;
12/9/2019;Proyecto de Ley Orgánica de la Juventud;Cod. AN-2019-1700 / 378734;ALEAGA SANTOS  RONNY XAVIER;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;Publicado / ;8;;;
10/9/2019;Proyecto de Ley Orgánica Reformatoria al Código de Trabajo;Cod. AN-2019-1695 / 378417;CRISTINA EUGENIA REYES HIDALGO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;12;;;
10/9/2019;Proyecto de Ley de Creación y Regulación de la Sociedad por Acciones Simplificada;Cod. AN-2019-1699 / 378539;CUESTA ORELLANA MARÍA DE LOURDES;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;11;;;
10/9/2019;Proyecto de Ley Orgánica Reformatoria al Art. 96 de la Ley Orgánica Electoral y de Organizaciones Políticas de la República del Ecuador, Código de la Democracia;Cod. AN-2019-1697 / 378444;MARIA SOLEDAD BUENDIA HERDOIZA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;18;;;
10/9/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico de Entidades de Seguridad Ciudadana y Orden Público;Cod. AN-2019-1698 / 378497;POVEDA ALVARADO ERIKA SOPHIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía, Integración y Seguridad Integral;En trámite / Revisión en Comisión para Primer Debate;2;;;
10/9/2019;Proyecto de Ley que Transparenta y Regula el Lobby y las Gestiones que Representen Intereses Particulares Ante las Autoridades y Servidores Públicos;Cod. AN-2019-1696 / 378423;LARREATEGUI FABARA  MARIA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Transparencia, Participación Ciudadana y Control Social;Archivado / ;12;;;
5/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organizaciones Políticas de la República del Ecuador, Código de la Democracia;Cod. AN-2019-1688 / 377859;CARLOS ELOY VITERI GUALINGA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;3;;;
5/9/2019;Proyecto de Ley Orgánica para Garantizar la Paridad entre Hombres y Mujeres en la Participación y Representación Pública;Cod. AN-2019-1687 / 377822;BUSTAMANTE MONTEROS  RUBEN ALEJANDRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;
5/9/2019;Proyecto de Ley Reformatoria a la Disposición General Décima Sexta de la Ley Orgánica de Educación Superior;Cod. AN-2019-1689 / 377863;MARÍN LAVAYEN DENNIS GUSTAVO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;2;;;
5/9/2019;Proyecto de Ley Orgánica de la Defensoría Pública;Cod. AN-2019-1694 / 378038;TORRES MACHUCA ÁNGEL BENIGNO;DEFENSOR PÚBLICO GENERAL DEL ESTADO, ENCARGADO / DEFENSORÍA PÚBLICA;Comisión de Justicia y Estructura del Estado;Publicado / ;2;;;
5/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2019-1691 / 377921;SALTOS MOREIRA DIANA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para Coordinar, Evaluar y dar Seguimiento al Consejo Consultivo establecido en la Ley de Transporte Terrestre, Tránsito y Seguridad Vial;Publicado / Registro del texto definitivo para publicación;4;;;
5/9/2019;Proyecto de Ley que Regula las Ventas y Atención al Cliente por Medios Telefónicos e Informáticos (Lista Robinson);Cod. AN-2019-1693 / 377990;BONILLA SALCEDO VIVIANA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;8;;;
5/9/2019;Proyecto de Ley Orgánica Reformatorio al Código Orgánico General de Procesos;Cod. AN-2019-1690 / 377889;CELI SANTOS GUILLERMO ALEJANDRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;4;;;
5/9/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública;Cod. AN-2019-1692 / 377984;SIMBAÑA VILLARREAL  ABDON MARCELO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;15;;;
3/9/2019;Proyecto de Ley Orgánica de la Defensoría Pública;Cod. AN-2019-1686 / 377500;GARCIA ARTEAGA IRVING JOSÉ;SUBDIRECTOR DE GESTION DOCUMENTARIA, SUBROGANTE / DEFENSORÍA PÚBLICA DEL ECUADOR;No Asignada;Retirado / Registro del Proyecto;1;;;
3/9/2019;Proyecto de Ley Orgánica Reformatoria al Art. 58.2 de la Ley Orgánica del Sistema Nacional de Contratación Pública;Cod. AN-2019-1685 / 377374;CESAR FAUSTO  SOLORZANO SARRIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Difusión para Segundo Debate;6;;;
2/9/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de la Función Judicial;Cod. AN-2019-1684 / 377130;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Justicia y Estructura del Estado;Publicado / ;31;;;
20/8/2019;Proyecto de Ley Orgánica de Personal y Disciplina de Fuerzas Armadas;Cod. AN-2019-1683 / 376357;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Soberanía, Integración y Seguridad Integral;Publicado / ;31;;;
16/8/2019;Proyecto de Ley Orgánica de Pesca y Acuicultura;Cod. AN-2020-1859 / 376144;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA  REPÚBLICA. / PRESIDENCIA DE LA REPÚBLICA;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;Publicado / ;31;;;
15/8/2019;Proyecto de Ley Orgánica Reformatoria al Código de Trabajo;Cod. AN-2019-1680 / 376013;NORALMA ELIZABETH ZAMBRANO CASTRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;11;;;
15/8/2019;Proyecto de Ley Reformatoria a la Ley de Seguridad Social;Cod. AN-2019-1676 / 376014;NORALMA ELIZABETH ZAMBRANO CASTRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;11;;;
15/8/2019;Proyecto de Ley Orgánica Reformatoria del Código del Trabajo y Ley Orgánica del Servicio Público;Cod. AN-2019-1681 / 376035;YAGUANA ECHEVERRIA ANDREA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;9;;;
15/8/2019;Proyecto de Ley Orgánica de la Juventud;Cod. AN-2019-1679 / 376002;ALEAGA SANTOS  RONNY XAVIER;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;8;;;
15/8/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organizaciones Políticas: Código de la Democracia;Cod. AN-2019-1682 / 376054;BONILLA SALCEDO VIVIANA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;8;;;
13/8/2019;Proyecto de Ley Orgánica de Geoparques Mundiales de la Unesco en el Ecuador;Cod. AN-2019-1678 / 375654;CHALA CRUZ  JOSÉ FRANKLIN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;Publicado / ;3;;;
6/8/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral, Código de la Democracia;Cod. AN-2019-1666 / 375044;ANDRADE MUÑOZ WILMA PIEDAD;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;11;;;
6/8/2019;Proyecto de Ley de Reforma al Artículo 129 de la Ley Orgánica de Servicio Público;Cod. AN-2019-1675 / 374933;CASTANIER JARAMILLO XAVIER HOMERO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;15;;;
6/8/2019;Proyecto de Ley Reformatoria a la Ley que Fija el Límite Territorial entre las Provincias Esmeraldas e Imbabura en la Zona Denominada las Golondrinas;Cod. AN-2019-1674 / 374875;DIEGO GARCIA POZO, MAGDA ZAMBRANO ALCÍVAR, MÓNICA ALEMÁN MÁRMOL, JAVIER CADENA HUERTAS, RAÚL AUQUILLA ORTEGA, ANDREA YAGUANA ECHEVERRÍA;ASAMBLEISTAS / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;1;;;
6/8/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural;Cod. AN-2019-1673 / 374857;JEANNINE DEL CISNE CRUZ VACA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;13;;;
1/8/2019;Proyecto de Ley Reformatoria a la Ley Orgánica de Discapacidades;Cod. AN-2019-1671 / 374335;ZOILA TERESA BENAVIDES ZAMBRANO , LUIS RAFAEL QUIJIJE DELGADO ;ASAMBLEISTAS / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;1;;;
1/8/2019;Proyecto de Ley Reformatoria al Código Orgánico de Organización, Territorial, Autonomía y Descentralización COOTAD;Cod. AN-2019-1672 / 374374;GENDE CALAZACON ANGEL MESIAS;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;7;;;
1/8/2019;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica del Régimen de la Soberanía Alimentaria;Cod. AN-2019-1670 / 374241;OLIVO PALLO  JAIME FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;Archivado / ;3;;;
31/7/2019;Proyecto de Ley Reformatorio de la Ley de la Universidad Intercultural de las Nacionalidades y Pueblos Indígenas Amawtay Wasi;Cod. AN-2019-1669 / 374129;CURICHUMBI YUPANQUI  PEDRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;10;;;
31/7/2019;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Educación Intercultural, LOEI;Cod. AN-2019-1668 / 374099;YAGUANA ECHEVERRIA ANDREA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;9;;;
30/7/2019;Proyecto de Ley Orgánica Reformatoria del Código del Trabajo para la Prevención y Erradicación de la Violencia Sexual contra Niños, Niñas y Adolescentes;Cod. AN-2019-1663 / 373828;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;29;;;
30/7/2019;Proyecto de Ley Orgánica Reformatorio al Código Orgánico de la Función Judicial;Cod. AN-2019-1665 / 373886;CAMBALA MONTECE CARLOS ALBERTO;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;Publicado / ;13;;;
